Id,Solution
420,0
421,1
422,1
423,1
424,0
425,0
426,0
427,0
428,0
429,1
430,0
431,0
432,1
433,0
434,1
435,0
436,1
437,0
438,1
439,0
440,1
441,0
442,0
443,0
444,1
445,0
446,1
447,1
448,0
449,0
450,1
451,1
452,1
453,0
454,1
455,0
456,0
457,1
458,0
459,0
460,0
461,0
462,1
463,1
464,0
465,0
466,1
467,1
468,1
469,1
470,0
471,0
472,0
473,0
474,1
475,1
476,0
477,1
478,1
479,0
480,1
481,0
482,0
483,1
484,0
485,0
486,0
487,0
488,1
489,1
490,0
491,0
492,1
493,1
494,0
495,0
496,0
497,0
498,0
499,1
500,0
501,1
502,0
503,1
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,1
512,0
513,0
514,1
515,0
516,1
517,1
518,0
519,0
520,0
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,0
529,1
530,0
531,1
532,0
533,1
534,1
535,1
536,1
537,1
538,1
539,0
540,0
541,0
542,0
543,1
544,0
545,1
546,0
547,1
548,1
549,0
550,1
551,1
552,1
553,0
554,0
555,1
556,0
557,0
558,1
559,0
560,0
561,1
562,0
563,0
564,1
565,0
566,1
567,0
568,1
569,1
570,0
571,1
572,0
573,1
574,0
575,0
576,0
577,0
578,1
579,1
580,0
581,1
582,0
583,0
584,0
585,1
586,0
587,0
588,1
589,1
590,1
591,0
592,1
593,0
594,0
595,0
596,0
597,0
598,1
599,0
600,0
601,0
602,0
603,1
604,1
605,0
606,1
607,0
608,0
609,1
610,1
611,1
612,0
613,1
614,1
615,0
616,0
617,1
618,1
619,1
620,0
621,1
622,0
623,0
624,0
625,0
626,1
627,0
628,0
629,1
630,1
631,1
632,0
633,1
634,0
635,1
636,0
637,0
638,0
639,1
640,1
641,0
642,1
643,0
644,0
645,1
646,0
647,1
648,0
649,0
650,1
651,1
652,1
653,1
654,1
655,1
656,0
657,1
658,1
659,1
660,1
661,0
662,0
663,1
664,1
665,1
666,1
667,0
668,1
669,1
670,0
671,1
672,0
673,1
674,0
675,0
676,0
677,0
678,1
679,0
680,0
681,0
682,0
683,0
684,0
685,1
686,1
687,1
688,1
689,1
690,1
691,0
692,1
693,1
694,0
695,0
696,1
697,0
698,1
699,0
700,1
701,1
702,0
703,0
704,1
705,1
706,0
707,1
708,0
709,0
710,0
711,0
712,1
713,1
714,1
715,1
716,0
717,0
718,1
719,1
720,0
721,0
722,0
723,1
724,0
725,0
726,1
727,0
728,1
729,1
730,0
731,0
732,0
733,1
734,1
735,1
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,0
744,0
745,1
746,1
747,1
748,0
749,0
750,1
751,1
752,1
753,0
754,1
755,1
756,0
757,1
758,1
759,0
760,0
761,1
762,0
763,0
764,1
765,0
766,1
767,0
768,1
769,0
770,1
771,0
772,0
773,1
774,0
775,1
776,1
777,1
778,0
779,0
780,0
781,1
782,1
783,1
784,0
785,0
786,1
787,1
788,0
789,1
790,1
791,1
792,0
793,0
794,0
795,0
796,1
797,1
798,0
799,1
800,0
801,1
802,0
803,0
804,1
805,0
806,1
807,0
808,0
809,1
810,1
811,0
812,0
813,1
814,1
815,1
816,1
817,0
818,0
819,1
820,1
821,0
822,0
823,1
824,1
825,1
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,0
834,1
835,1
836,0
837,1
838,0
839,0
840,1
841,0
842,1
843,0
844,0
845,1
846,0
847,1
848,0
849,1
850,1
851,1
852,1
853,0
854,1
855,0
856,1
857,0
858,0
859,0
860,1
861,1
862,0
863,1
864,1
865,0
866,0
867,1
868,1
869,1
870,0
871,1
872,0
873,1
874,0
875,0
876,0
877,0
878,0
879,1
880,0
881,1
882,1
883,1
884,0
885,1
886,1
887,1
888,1
889,0
890,0
891,0
892,1
893,1
894,0
895,0
896,0
897,1
898,0
899,0
900,0
901,1
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,0
910,0
911,1
912,1
913,1
914,1
915,0
916,1
917,0
918,0
919,0
920,1
921,0
922,1
923,0
924,0
925,1
926,0
927,1
928,1
929,0
930,1
931,0
932,0
933,0
934,0
935,1
936,0
937,1
938,1
939,1
940,1
941,0
942,1
943,0
944,0
945,1
946,0
947,0
948,1
949,1
950,1
951,0
952,0
953,1
954,0
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,0
963,0
964,0
965,0
966,0
967,1
968,0
969,1
970,1
971,0
972,1
973,0
974,1
975,0
976,0
977,1
978,0
979,0
980,0
981,1
982,1
983,0
984,1
985,1
986,0
987,1
988,0
989,1
990,1
991,1
992,0
993,1
994,1
995,0
996,0
997,0
998,1
999,1
1000,1
1001,0
1002,0
1003,0
1004,0
1005,1
1006,1
1007,1
1008,0
1009,1
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,1
1036,1
1037,1
1038,1
1039,0
1040,1
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,1
1054,0
1055,1
1056,0
1057,1
1058,1
1059,0
1060,0
1061,0
1062,0
1063,0
1064,1
1065,0
1066,1
1067,1
1068,1
1069,0
1070,0
1071,1
1072,0
1073,1
1074,0
1075,1
1076,0
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,1
1088,1
1089,0
1090,0
1091,1
1092,0
1093,1
1094,1
1095,0
1096,1
1097,1
1098,1
1099,0
1100,1
1101,1
1102,1
1103,0
1104,0
1105,1
1106,0
1107,1
1108,1
1109,1
1110,1
1111,0
1112,0
1113,1
1114,1
1115,0
1116,1
1117,1
1118,0
1119,0
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,1
1127,0
1128,1
1129,1
1130,0
1131,1
1132,1
1133,0
1134,0
1135,1
1136,0
1137,1
1138,1
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,1
1146,0
1147,1
1148,1
1149,1
1150,0
1151,0
1152,0
1153,1
1154,0
1155,0
1156,0
1157,1
1158,1
1159,1
1160,0
1161,0
1162,0
1163,1
1164,0
1165,1
1166,0
1167,0
1168,1
1169,0
1170,1
1171,0
1172,0
1173,1
1174,1
1175,0
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,1
1188,0
1189,0
1190,0
1191,1
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,1
1201,1
1202,0
1203,0
1204,1
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,0
1219,1
1220,1
1221,1
1222,1
1223,0
1224,0
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,1
1242,0
1243,0
1244,1
1245,1
1246,0
1247,1
1248,1
1249,1
1250,0
1251,1
1252,1
1253,0
1254,1
1255,0
1256,1
1257,0
1258,1
1259,0
1260,0
1261,0
1262,1
1263,1
1264,1
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,1
1275,1
1276,1
1277,1
1278,1
1279,0
1280,1
1281,1
1282,1
1283,1
1284,1
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,1
1292,1
1293,0
1294,0
1295,1
1296,1
1297,1
1298,0
1299,1
1300,1
1301,0
1302,1
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,0
1322,0
1323,1
1324,0
1325,1
1326,1
1327,1
1328,0
1329,1
1330,0
1331,0
1332,0
1333,1
1334,1
1335,0
1336,1
1337,1
1338,0
1339,1
1340,0
1341,0
1342,0
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,1
1355,0
1356,0
1357,0
1358,1
1359,1
1360,1
1361,1
1362,0
1363,1
1364,0
1365,0
1366,1
1367,1
1368,1
1369,1
1370,1
1371,0
1372,0
1373,0
1374,1
1375,1
1376,1
1377,1
1378,0
1379,0
1380,0
1381,0
1382,1
1383,0
1384,1
1385,1
1386,1
1387,0
1388,1
1389,1
1390,0
1391,1
1392,0
1393,1
1394,1
1395,1
1396,1
1397,1
1398,0
1399,1
1400,1
1401,0
1402,0
1403,1
1404,0
1405,1
1406,0
1407,1
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,1
1415,0
1416,0
1417,1
1418,0
1419,1
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,1
1432,1
1433,1
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,1
1446,1
1447,0
1448,0
1449,1
1450,1
1451,0
1452,0
1453,0
1454,1
1455,0
1456,0
1457,1
1458,0
1459,1
1460,0
1461,0
1462,0
1463,1
1464,1
1465,1
1466,1
1467,1
1468,0
1469,0
1470,0
1471,1
1472,1
1473,0
1474,0
1475,0
1476,0
1477,0
1478,1
1479,1
1480,1
1481,1
1482,0
1483,0
1484,0
1485,0
1486,1
1487,1
1488,1
1489,0
1490,1
1491,1
1492,0
1493,1
1494,0
1495,0
1496,0
1497,0
1498,1
1499,0
1500,1
1501,1
1502,1
1503,0
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,0
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,0
1532,1
1533,1
1534,0
1535,1
1536,1
1537,1
1538,1
1539,0
1540,0
1541,0
1542,0
1543,0
1544,1
1545,1
1546,1
1547,0
1548,1
1549,0
1550,1
1551,1
1552,1
1553,0
1554,0
1555,0
1556,0
1557,1
1558,1
1559,1
1560,0
1561,0
1562,0
1563,1
1564,0
1565,0
1566,0
1567,1
1568,1
1569,1
1570,1
1571,0
1572,1
1573,1
1574,1
1575,1
1576,1
1577,0
1578,1
1579,0
1580,0
1581,1
1582,1
1583,0
1584,0
1585,1
1586,1
1587,1
1588,0
1589,0
1590,0
1591,0
1592,0
1593,1
1594,1
1595,1
1596,1
1597,0
1598,1
1599,0
1600,1
1601,1
1602,0
1603,1
1604,1
1605,0
1606,0
1607,0
1608,1
1609,1
1610,0
1611,0
1612,0
1613,0
1614,1
1615,1
1616,0
1617,0
1618,0
1619,0
1620,1
1621,1
1622,0
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,0
1630,0
1631,1
1632,1
1633,0
1634,1
1635,1
1636,0
1637,0
1638,1
1639,1
1640,1
1641,1
1642,0
1643,1
1644,1
1645,0
1646,1
1647,1
1648,1
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,1
1657,0
1658,1
1659,0
1660,0
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,1
1677,0
1678,1
1679,1
1680,0
1681,1
1682,1
1683,0
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,1
1691,0
1692,0
1693,1
1694,1
1695,0
1696,1
1697,0
1698,0
1699,1
1700,1
1701,0
1702,0
1703,1
1704,0
1705,0
1706,1
1707,1
1708,1
1709,0
1710,0
1711,1
1712,1
1713,0
1714,0
1715,1
1716,0
1717,0
1718,0
1719,1
1720,1
1721,0
1722,1
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,0
1732,0
1733,1
1734,0
1735,1
1736,0
1737,1
1738,0
1739,1
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,0
1760,1
1761,1
1762,1
1763,0
1764,0
1765,1
1766,1
1767,1
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,1
1775,1
1776,0
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,0
1790,1
1791,0
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,0
1799,1
1800,0
1801,0
1802,0
1803,0
1804,0
1805,1
1806,0
1807,0
1808,1
1809,0
1810,1
1811,1
1812,0
1813,1
1814,0
1815,1
1816,1
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,0
1825,0
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,0
1834,0
1835,1
1836,1
1837,0
1838,0
1839,1
1840,1
1841,0
1842,1
1843,1
1844,0
1845,1
1846,0
1847,0
1848,0
1849,1
1850,1
1851,0
1852,1
1853,0
1854,0
1855,0
1856,0
1857,1
1858,0
1859,1
1860,0
1861,0
1862,1
1863,0
1864,0
1865,0
1866,1
1867,1
1868,1
1869,1
1870,0
1871,1
1872,1
1873,1
1874,0
1875,0
1876,0
1877,0
1878,1
1879,0
1880,0
1881,1
1882,0
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,1
1892,1
1893,1
1894,0
1895,1
1896,1
1897,1
1898,1
1899,1
1900,0
1901,1
1902,1
1903,0
1904,1
1905,1
1906,1
1907,0
1908,1
1909,0
1910,0
1911,0
1912,1
1913,0
1914,1
1915,0
1916,1
1917,0
1918,1
1919,1
1920,0
1921,1
1922,1
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,1
1932,0
1933,0
1934,0
1935,0
1936,1
1937,0
1938,0
1939,1
1940,0
1941,1
1942,0
1943,0
1944,1
1945,0
1946,1
1947,0
1948,0
1949,0
1950,0
1951,1
1952,0
1953,0
1954,1
1955,1
1956,0
1957,0
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,0
1971,0
1972,0
1973,1
1974,1
1975,0
1976,1
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,1
1984,0
1985,0
1986,1
1987,1
1988,1
1989,0
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,0
1997,1
1998,0
1999,0
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,0
2007,1
2008,1
2009,1
2010,0
2011,1
2012,0
2013,0
2014,1
2015,1
2016,0
2017,1
2018,1
2019,0
2020,1
2021,0
2022,0
2023,1
2024,1
2025,0
2026,1
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,0
2038,1
2039,1
2040,1
2041,0
2042,1
2043,1
2044,0
2045,0
2046,0
2047,1
2048,0
2049,1
2050,1
2051,1
2052,1
2053,0
2054,0
2055,1
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,0
2064,1
2065,1
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,0
2073,0
2074,0
2075,1
2076,0
2077,0
2078,0
2079,1
2080,0
2081,1
2082,1
2083,1
2084,0
2085,1
2086,0
2087,0
2088,1
2089,1
2090,1
2091,1
2092,0
2093,1
2094,0
2095,1
2096,0
2097,1
2098,1
2099,0
2100,1
2101,1
2102,0
2103,1
2104,1
2105,0
2106,0
2107,0
2108,0
2109,1
2110,1
2111,0
2112,1
2113,0
2114,1
2115,1
2116,1
2117,0
2118,1
2119,1
2120,1
2121,0
2122,1
2123,0
2124,1
2125,0
2126,0
2127,0
2128,1
2129,0
2130,1
2131,1
2132,1
2133,1
2134,0
2135,0
2136,1
2137,0
2138,1
2139,1
2140,1
2141,0
2142,0
2143,1
2144,1
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,1
2157,1
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,1
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,1
2173,1
2174,0
2175,0
2176,0
2177,1
2178,1
2179,1
2180,0
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,0
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,0
2199,1
2200,1
2201,0
2202,0
2203,1
2204,1
2205,1
2206,0
2207,0
2208,0
2209,0
2210,1
2211,0
2212,0
2213,1
2214,0
2215,0
2216,1
2217,1
2218,0
2219,0
2220,1
2221,1
2222,1
2223,0
2224,1
2225,1
2226,0
2227,1
2228,0
2229,1
2230,0
2231,0
2232,0
2233,0
2234,1
2235,0
2236,0
2237,0
2238,0
2239,1
2240,0
2241,0
2242,1
2243,0
2244,0
2245,1
2246,1
2247,0
2248,0
2249,0
2250,0
2251,0
2252,1
2253,1
2254,0
2255,1
2256,1
2257,1
2258,0
2259,1
2260,0
2261,0
2262,1
2263,0
2264,1
2265,1
2266,0
2267,1
2268,1
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,1
2276,0
2277,0
2278,1
2279,1
2280,0
2281,0
2282,0
2283,1
2284,0
2285,0
2286,0
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,1
2297,0
2298,1
2299,1
2300,1
2301,0
2302,0
2303,0
2304,1
2305,0
2306,1
2307,1
2308,1
2309,0
2310,0
2311,1
2312,0
2313,1
2314,1
2315,1
2316,0
2317,0
2318,1
2319,0
2320,1
2321,0
2322,0
2323,1
2324,0
2325,0
2326,0
2327,0
2328,1
2329,0
2330,1
2331,1
2332,0
2333,1
2334,0
2335,0
2336,0
2337,1
2338,1
2339,1
2340,0
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,1
2348,0
2349,1
2350,0
2351,0
2352,1
2353,1
2354,1
2355,0
2356,1
2357,1
2358,1
2359,0
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,0
2368,1
2369,0
2370,0
2371,0
2372,1
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,1
2381,0
2382,1
2383,1
2384,1
2385,0
2386,0
2387,1
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,1
2398,1
2399,0
2400,0
2401,1
2402,1
2403,1
2404,0
2405,0
2406,1
2407,0
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,1
2416,1
2417,1
2418,0
2419,1
2420,0
2421,0
2422,1
2423,0
2424,0
2425,0
2426,1
2427,1
2428,1
2429,0
2430,1
2431,1
2432,1
2433,0
2434,1
2435,1
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,1
2449,0
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,0
2459,1
2460,1
2461,1
2462,1
2463,0
2464,0
2465,1
2466,0
2467,1
2468,0
2469,1
2470,1
2471,0
2472,1
2473,0
2474,1
2475,0
2476,1
2477,0
2478,0
2479,1
2480,0
2481,0
2482,1
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,1
2490,0
2491,1
2492,1
2493,1
2494,1
2495,0
2496,0
2497,0
2498,1
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,0
2506,1
2507,0
2508,0
2509,1
2510,0
2511,0
2512,1
2513,1
2514,0
2515,0
2516,0
2517,0
2518,1
2519,1
2520,0
2521,1
2522,0
2523,1
2524,0
2525,1
2526,1
2527,0
2528,0
2529,1
2530,0
2531,0
2532,0
2533,1
2534,1
2535,0
2536,0
2537,0
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,0
2552,1
2553,1
2554,1
2555,0
2556,1
2557,1
2558,0
2559,0
2560,1
2561,1
2562,0
2563,0
2564,1
2565,1
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,0
2573,1
2574,0
2575,1
2576,1
2577,1
2578,1
2579,0
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2592,0
2593,0
2594,0
2595,0
2596,0
2597,1
2598,1
2599,0
2600,1
2601,1
2602,1
2603,1
2604,1
2605,0
2606,0
2607,0
2608,1
2609,1
2610,1
2611,1
2612,0
2613,0
2614,1
2615,1
2616,0
2617,0
2618,1
2619,0
2620,0
2621,1
2622,1
2623,1
2624,0
2625,1
2626,1
2627,1
2628,1
2629,0
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,1
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,0
2657,1
2658,1
2659,1
2660,0
2661,0
2662,1
2663,1
2664,0
2665,0
2666,0
2667,0
2668,1
2669,1
2670,1
2671,0
2672,0
2673,1
2674,0
2675,1
2676,0
2677,0
2678,1
2679,0
2680,0
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,1
2688,1
2689,1
2690,0
2691,1
2692,1
2693,0
2694,1
2695,1
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,1
2706,1
2707,0
2708,0
2709,0
2710,0
2711,1
2712,1
2713,0
2714,1
2715,0
2716,0
2717,0
2718,1
2719,0
2720,0
2721,1
2722,0
2723,1
2724,1
2725,1
2726,0
2727,1
2728,1
2729,0
2730,0
2731,0
2732,1
2733,1
2734,1
2735,1
2736,0
2737,0
2738,1
2739,0
2740,0
2741,1
2742,0
2743,0
2744,0
2745,1
2746,0
2747,1
2748,1
2749,1
2750,1
2751,0
2752,0
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,1
2762,0
2763,0
2764,1
2765,0
2766,1
2767,1
2768,0
2769,0
2770,0
2771,0
2772,0
2773,1
2774,0
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,0
2783,0
2784,0
2785,1
2786,0
2787,1
2788,0
2789,1
2790,1
2791,0
2792,1
2793,0
2794,1
2795,0
2796,0
2797,1
2798,1
2799,0
2800,1
2801,0
2802,1
2803,0
2804,0
2805,1
2806,0
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,0
2814,0
2815,0
2816,1
2817,0
2818,1
2819,0
2820,0
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,0
2829,0
2830,1
2831,0
2832,1
2833,0
2834,0
2835,1
2836,0
2837,1
2838,1
2839,1
2840,0
2841,1
2842,1
2843,0
2844,0
2845,1
2846,1
2847,1
2848,1
2849,1
2850,0
2851,1
2852,0
2853,1
2854,1
2855,0
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,1
2863,1
2864,1
2865,1
2866,0
2867,1
2868,0
2869,1
2870,0
2871,0
2872,0
2873,1
2874,1
2875,1
2876,1
2877,0
2878,1
2879,1
2880,1
2881,0
2882,1
2883,0
2884,0
2885,1
2886,0
2887,0
2888,1
2889,1
2890,1
2891,1
2892,1
2893,0
2894,1
2895,0
2896,0
2897,1
2898,0
2899,0
2900,1
2901,0
2902,1
2903,0
2904,0
2905,0
2906,0
2907,1
2908,1
2909,0
2910,1
2911,1
2912,1
2913,0
2914,1
2915,1
2916,0
2917,1
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,1
2925,1
2926,0
2927,0
2928,1
2929,0
2930,0
2931,0
2932,0
2933,0
2934,1
2935,1
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,1
2954,1
2955,0
2956,0
2957,1
2958,1
2959,0
2960,1
2961,1
2962,1
2963,0
2964,0
2965,1
2966,0
2967,0
2968,1
2969,1
2970,0
2971,1
2972,0
2973,1
2974,1
2975,0
2976,0
2977,0
2978,0
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,1
2986,0
2987,1
2988,0
2989,1
2990,0
2991,1
2992,1
2993,1
2994,0
2995,0
2996,1
2997,1
